chapter,method,turn_id,text,speaker,character
27,span-based,111,Then I should have asked you to accept my pledge of fidelity and to give me yours.,Mr. Rochester,Jane
27,span-based,111,Jane—give it me now.,Mr. Rochester,Jane
27,span-based,112,"Why are you silent, Jane?",Mr. Rochester,Jane
27,span-based,114,"Jane, you understand what I want of you?",Mr. Rochester,Jane
27,span-based,114,"Just this promise—‘I will be yours, Mr. Rochester.’",Mr. Rochester,Jane
27,span-based,114,"Just this promise—‘I will be yours, Mr. Rochester.’",Mr. Rochester,Mr. Rochester
27,span-based,115,"Mr. Rochester, I will _not_ be yours.",Jane,Mr. Rochester
27,span-based,116,Jane!,Mr. Rochester,Jane
27,span-based,117,"Jane, do you mean to go one way in the world, and to let me go another?",Mr. Rochester,Jane
27,span-based,119,Jane,Jane,Jane
27,span-based,124,"Oh, Jane, this is bitter!",Mr. Rochester,Jane
27,span-based,125,It would to obey you.,Jane,Mr. Rochester
27,span-based,126,"One instant, Jane.",Mr. Rochester,Jane
27,span-based,126,Give one glance to my horrible life when you are gone.,Mr. Rochester,Jane
27,span-based,126,All happiness will be torn away with you.,Mr. Rochester,Jane
27,span-based,126,For a wife I have but the maniac upstairs: as well might you refer me to some corpse in yonder churchyard.,Mr. Rochester,Jane
27,span-based,126,For a wife I have but the maniac upstairs: as well might you refer me to some corpse in yonder churchyard.,Mr. Rochester,Bertha Mason
27,span-based,126,"What shall I do, Jane?",Mr. Rochester,Jane
27,span-based,127,Do as I do: trust in God and yourself.,Jane,Mr. Rochester
27,span-based,128,Then you will not yield?,Mr. Rochester,Jane
27,span-based,130,Then you condemn me to live wretched and to die accursed?,Mr. Rochester,Jane
27,span-based,131,"I advise you to live sinless, and I wish you to die tranquil.",Jane,Mr. Rochester
27,span-based,132,Then you snatch love and innocence from me?,Mr. Rochester,Jane
27,span-based,133,"Mr. Rochester, I no more assign this fate to you than I grasp at it for myself.",Jane,Mr. Rochester
27,span-based,133,We were born to strive and endure—you as well as I: do so.,Jane,Mr. Rochester
27,span-based,133,You will forget me before I forget you.,Jane,Mr. Rochester
27,span-based,134,You make me a liar by such language: you sully my honour.,Mr. Rochester,Jane
27,span-based,134,"And what a distortion in your judgment, what a perversity in your ideas, is proved by your conduct!",Mr. Rochester,Jane
27,span-based,134,"Is it better to drive a fellow-creature to despair than to transgress a mere human law, no man being injured by the breach?",Mr. Rochester,Jane
27,span-based,136,Think of his misery; think of his danger—look at his state when left alone; remember his headlong nature; consider the recklessness following on despair—soothe him; save him; love him; tell him you love him and will be his.,Jane,Mr. Rochester
27,span-based,136,Who in the world cares for _you_?,Jane,Mr. Rochester
27,span-based,136,or who will be injured by what you do?,Jane,Mr. Rochester
27,span-based,139,never was anything at once so frail and so indomitable.,Mr. Rochester,Jane
27,span-based,139,A mere reed she feels in my hand!,Mr. Rochester,Jane
27,span-based,140,"I could bend her with my finger and thumb: and what good would it do if I bent, if I uptore, if I crushed her?",Mr. Rochester,Jane
27,span-based,140,"Whatever I do with its cage, I cannot get at it—the savage, beautiful creature!",Mr. Rochester,Jane
27,span-based,140,"If I tear, if I rend the slight prison, my outrage will only let the captive loose.",Mr. Rochester,Jane
27,span-based,140,"And it is you, spirit—with will and energy, and virtue and purity—that I want: not alone your brittle frame.",Mr. Rochester,Jane
27,span-based,140,"Of yourself you could come with soft flight and nestle against my heart, if you would: seized against your will, you will elude the grasp like an essence—you will vanish ere I inhale your fragrance.",Mr. Rochester,Jane
27,span-based,140,"come, Jane, come!",Mr. Rochester,Jane
27,span-based,141,"You are going, Jane?",Mr. Rochester,Jane
27,span-based,145,"My deep love, my wild woe, my frantic prayer, are all nothing to you?",Mr. Rochester,Jane
27,span-based,147,Jane!,Mr. Rochester,Jane
27,span-based,148,Mr. Rochester!,Mr. Rochester,Mr. Rochester
27,span-based,149,"Withdraw, then,—I consent; but remember, you leave me here in anguish.",Mr. Rochester,Jane
27,span-based,149,"Go up to your own room; think over all I have said, and, Jane, cast a glance on my sufferings—think of me.",Mr. Rochester,Jane
27,span-based,150,"Oh, Jane!",Mr. Rochester,Jane
27,span-based,151,"God bless you, my dear master!",Jane,Mr. Rochester
27,span-based,152,"God keep you from harm and wrong—direct you, solace you—reward you well for your past kindness to me.",Jane,Mr. Rochester
27,span-based,153,"Little Jane’s love would have been my best reward,",Mr. Rochester,Jane
27,span-based,154,"without it, my heart is broken.",Mr. Rochester,Jane
27,span-based,154,"But Jane will give me her love: yes—nobly, generously.",Mr. Rochester,Jane
27,span-based,158,"Mother, I will.",Jane,Bertha Mason
27,span-based,160,"Farewell, kind Mrs. Fairfax!",Jane,Mrs. Fairfax
27,span-based,162,"Mr. Rochester, I will love you and live with you through life till death,",Jane,Mr. Rochester
33,span-based,4,How very easily alarmed you are!,St. John Rivers,Jane
33,span-based,5,"I shall sully the purity of your floor,",St. John Rivers,Jane
33,span-based,6,but you must excuse me for once.,St. John Rivers,Jane
33,span-based,7,"I have had hard work to get here, I assure you,",St. John Rivers,Jane
33,span-based,9,But why are you come?,Jane,Mr. Rochester
33,span-based,10,"Rather an inhospitable question to put to a visitor; but since you ask it, I answer simply to have a little talk with you; I got tired of my mute books and empty rooms.",St. John Rivers,Jane
33,span-based,11,I wish Diana or Mary would come and live with you: it is too bad that you should be quite alone; and you are recklessly rash about your own health.,Jane,Mr. Rochester
33,span-based,11,I wish Diana or Mary would come and live with you: it is too bad that you should be quite alone; and you are recklessly rash about your own health.,Jane,Diana Rivers
33,span-based,11,I wish Diana or Mary would come and live with you: it is too bad that you should be quite alone; and you are recklessly rash about your own health.,Jane,Mary Rivers
33,span-based,11,I wish Diana or Mary would come and live with you: it is too bad that you should be quite alone; and you are recklessly rash about your own health.,Jane,Mary
33,span-based,13,I am well now.,St. John Rivers,Mr. Rochester
33,span-based,13,What do you see amiss in me?,St. John Rivers,Mr. Rochester
33,span-based,16,"if you won’t talk, you may be still; I’ll let you alone now, and return to my book.",Jane,Mr. Rochester
33,span-based,18,Have you heard from Diana and Mary lately?,Jane,Mr. Rochester
33,span-based,18,Have you heard from Diana and Mary lately?,Jane,Diana Rivers
33,span-based,18,Have you heard from Diana and Mary lately?,Jane,Mary Rivers
33,span-based,18,Have you heard from Diana and Mary lately?,Jane,Mary
33,span-based,19,Not since the letter I showed you a week ago.,St. John Rivers,Jane
33,span-based,20,There has not been any change made about your own arrangements?,St. John Rivers,Mr. Rochester
33,span-based,20,You will not be summoned to leave England sooner than you expected?,St. John Rivers,Jane
33,span-based,22,"Mary Garrett’s mother is better, and Mary came back to the school this morning, and I shall have four new girls next week from the Foundry Close—they would have come to-day but for the snow.",Jane,Mary
33,span-based,23,Indeed!,St. John Rivers,Jane
33,span-based,28,Was it your suggestion?,Jane,Mr. Rochester
33,span-based,34,"Leave your book a moment, and come a little nearer the fire,",St. John Rivers,Jane
33,span-based,36,"I spoke of my impatience to hear the sequel of a tale: on reflection, I find the matter will be better managed by my assuming the narrator’s part, and converting you into a listener.",St. John Rivers,Jane
33,span-based,36,"Before commencing, it is but fair to warn you that the story will sound somewhat hackneyed in your ears; but stale details often regain a degree of freshness when they pass through new lips.",St. John Rivers,Jane
33,span-based,37,"Twenty years ago, a poor curate—never mind his name at this moment—fell in love with a rich man’s daughter; she fell in love with him, and married him, against the advice of all her friends, who consequently disowned her immediately after the wedding.",St. John Rivers,Jane
33,span-based,37,"Twenty years ago, a poor curate—never mind his name at this moment—fell in love with a rich man’s daughter; she fell in love with him, and married him, against the advice of all her friends, who consequently disowned her immediately after the wedding.",St. John Rivers,Mrs. Reed
